ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-452,MapQuest,201,2,3/2/2016 20:36,3/2/2016 21:06,39.797005,-84.154556,,,0,Accident on Lakebend Dr in Dayton.,3820,Lakebend Dr,R,Dayton,Montgomery,OH,45404-2135,US,US/Eastern,KFFO,3/2/2016 20:58,29.5,,53,30.2,10,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-453,MapQuest,201,2,3/3/2016 4:51,3/3/2016 5:21,40.005947,-82.858887,,,0,Accident on Beaverbrook Ct at Beaverbrook Dr.,601,Beaverbrook Ct,R,Columbus,Franklin,OH,43230-3373,US,US/Eastern,KCMH,3/3/2016 4:51,25,19.3,66,30.19,10,SE,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-454,MapQuest,201,2,3/3/2016 6:39,3/3/2016 7:09,39.355782,-83.268311,,,0.01,Accident on OH-28 State Route 28 at Morgan Rd. Expect delays.,5731,State Route 28,R,Frankfort,Ross,OH,45628-9569,US,US/Eastern,KLCK,3/3/2016 6:35,25.2,20.9,79,30.17,10,SE,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-455,MapQuest,201,3,3/3/2016 6:51,3/3/2016 7:21,40.030914,-82.994598,,,0.01,Right hand shoulder blocked due to accident on I-71 Northbound at Exit 114 Silver Dr.,,E North Broadway St,R,Columbus,Franklin,OH,43224,US,US/Eastern,KCMH,3/3/2016 6:51,27,19.5,61,30.19,10,SE,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-456,MapQuest,201,2,3/3/2016 7:40,3/3/2016 8:10,39.746147,-84.183167,,,0,Accident on Magnolia St at Brown St. Expect delays.,915,Brown St,R,Dayton,Montgomery,OH,45409,US,US/Eastern,KFFO,3/3/2016 7:35,30.2,24.3,75,30.14,3,South,5.8,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-457,MapQuest,201,2,3/3/2016 7:43,3/3/2016 8:13,39.771233,-84.1763,,,0,Accident on Herman Ave Southbound near Creston Ave.,1,Creston Ave,L,Dayton,Montgomery,OH,45404-1701,US,US/Eastern,KFFO,3/3/2016 7:35,30.2,24.3,75,30.14,3,South,5.8,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-458,MapQuest,244,3,3/3/2016 7:44,3/3/2016 8:14,39.976398,-83.119225,,,0.01,Shoulder blocked due to accident on I-70 Westbound at Exits 93 93A 93B I-270 Outerbelt.,,Outerbelt S,R,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,3/3/2016 7:50,26.6,20,80,30.16,10,SE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-459,MapQuest,201,3,3/3/2016 7:45,3/3/2016 8:15,39.948391,-82.943558,,,0.01,Left hand shoulder blocked due to accident on I-70 Westbound at Exit 103B Alum Creek Dr.,,East Fwy W,R,Columbus,Franklin,OH,43209,US,US/Eastern,KCMH,3/3/2016 7:51,28,19.3,58,30.19,10,ESE,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-460,MapQuest,201,2,3/3/2016 8:07,3/3/2016 8:37,39.321606,-84.070908,,,0.01,Accident on OH-132 State Route 132 at OH-123 State Route 123. Expect delays.,7200,State Route 132,L,Blanchester,Clinton,OH,45107-8472,US,US/Eastern,KILN,3/3/2016 7:54,28.9,25.2,78,30.21,4,SSE,3.5,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-461,MapQuest,201,2,3/3/2016 8:19,3/3/2016 8:49,39.085529,-84.178314,,,0.01,Accident on OH-132 State Route 132 at OH-222 State Route 222. Expect delays.,,State Route 32,R,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,3/3/2016 8:13,30,,99,30.13,5,Calm,,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-462,MapQuest,201,2,3/3/2016 9:12,3/3/2016 9:42,39.758556,-84.177246,,,0.01,Accident on 5th St at Keowee St.,214,S Keowee St,L,Dayton,Montgomery,OH,45402-2242,US,US/Eastern,KFFO,3/3/2016 8:58,30.6,24.7,79,30.16,10,SE,5.8,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-463,MapQuest,241,3,3/3/2016 9:42,3/3/2016 10:12,39.939571,-83.009911,,,0.01,One lane blocked due to accident on I-71 Southbound at Exit 105 Greenlawn Ave.,,Greenlawn Ave,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,3/3/2016 9:50,30.2,24.3,69,30.13,10,SE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-464,MapQuest,201,3,3/3/2016 10:05,3/3/2016 10:35,39.747753,-84.205582,,,0.01,Accident on I-75 Northbound near Exits 52 52B US-35. Expect delays.,,I-75 S,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,3/3/2016 10:05,30,22.4,92,30.1,1,SSE,8.1,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-465,MapQuest,201,2,3/3/2016 11:28,3/3/2016 11:58,39.815628,-84.093338,,,0,Accident on Union Schoolhouse Rd at Baker Rd.,4201,Baker Rd,L,Dayton,Montgomery,OH,45424-1846,US,US/Eastern,KFFO,3/3/2016 11:25,32,27.5,93,30.1,1,SE,4.6,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-466,MapQuest,201,2,3/3/2016 11:51,3/3/2016 12:21,39.635357,-84.216339,,,0,Accident on Mall Ring Rd at OH-725 Miamisburg Centerville Rd.,2549,Miamisburg Centerville Rd,R,Dayton,Montgomery,OH,45459-3772,US,US/Eastern,KMGY,3/3/2016 11:53,34,26,79,30.11,3,SSE,10.4,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-467,MapQuest,201,2,3/3/2016 11:57,3/3/2016 12:27,39.757317,-84.151299,,,0,Accident on Davis Ave at Belpre Pl.,450,Davis Ave,R,Dayton,Montgomery,OH,45403-2912,US,US/Eastern,KFFO,3/3/2016 11:58,32,25.6,100,30.14,2.5,SE,6.9,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-468,MapQuest,201,2,3/3/2016 14:24,3/3/2016 15:09,39.768837,-84.201569,,,0,Accident on Forest Ave at Grand Ave.,305,W Grand Ave,R,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,3/3/2016 13:56,33.1,26.1,96,30.07,1.5,SSE,8.1,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-469,MapQuest,201,2,3/3/2016 14:58,3/3/2016 15:58,39.749916,-84.139359,,,0.01,Accident on US-35 Westbound at Smithville Rd.,,US-35 E,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,3/3/2016 14:58,33.1,26.9,94,30.08,1.5,SSE,6.9,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-470,MapQuest,201,2,3/3/2016 15:06,3/3/2016 15:51,39.685413,-84.220871,,,0.01,Accident on OH-741 Springboro Pike at Dixie Dr.,,S Dixie Dr,R,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,3/3/2016 15:12,33.1,26.9,89,30.02,1,SSE,6.9,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-471,MapQuest,201,2,3/3/2016 15:07,3/3/2016 15:37,39.919437,-82.775238,,,0,Accident on Fairfax Dr at Stonecreek Dr.,11660,Stonecreek Dr,R,Pickerington,Fairfield,OH,43147-9671,US,US/Eastern,KLHQ,3/3/2016 15:10,33.1,26.1,82,30.06,2,SE,8.1,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472,MapQuest,201,2,3/3/2016 16:11,3/3/2016 16:41,39.972076,-83.098183,,,0.01,Accident on Wilson Rd Northbound in Columbus.,1024,N Wilson Rd,R,Columbus,Franklin,OH,43204-1467,US,US/Eastern,KTZR,3/3/2016 15:50,30.2,25.4,100,30.05,1,South,4.6,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-473,MapQuest,201,3,3/3/2016 16:30,3/3/2016 17:15,39.791206,-84.206223,,,0.01,Accident on Hillcrest Ave at Riverside Dr.,,E Hillcrest Ave,R,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,3/3/2016 16:24,34,27.2,96,30.01,2.5,South,8.1,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-474,MapQuest,201,2,3/3/2016 16:35,3/3/2016 17:20,39.778645,-84.204765,,,0.01,Accident on OH-48 Main St at Burton Ave.,1696,N Main St,R,Dayton,Montgomery,OH,45405-4140,US,US/Eastern,KDAY,3/3/2016 16:46,33.1,26.9,96,30,2,SE,6.9,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-475,MapQuest,201,2,3/3/2016 17:31,3/3/2016 23:00,39.749916,-84.139359,,,0.01,Left lane closed due to accident on US-35 Eastbound at Smithville Rd.,,US-35 E,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,3/3/2016 17:38,32,25.6,100,30,1.8,SE,6.9,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-476,MapQuest,201,3,3/3/2016 18:30,3/3/2016 19:00,39.934155,-82.852524,,,0.01,Right hand shoulder blocked due to accident on I-70 Eastbound at Exits 108 108A-B I-270 Outerbelt.,,East Fwy W,R,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,3/3/2016 18:27,30.2,25.4,93,30.03,1.5,East,4.6,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-477,MapQuest,201,3,3/3/2016 18:52,3/3/2016 23:00,39.755344,-84.203598,,,0.01,Center lane closed due to accident on I-75 Southbound at Exits 53A 53B 1st St.,,I-75 N,R,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,3/3/2016 18:58,32,26.4,100,30.05,1.8,SE,5.8,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-478,MapQuest,406,3,3/3/2016 20:04,3/3/2016 21:00,40.045822,-83.033424,,,0.01,Entry ramp closed due to accident on OH-315 Olentangy Fwy Northbound at OH-315 Olentangy Fwy.,,Olentangy Fwy N,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,3/3/2016 20:10,32,25.6,92,30.02,2.5,SE,6.9,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-479,MapQuest,406,3,3/3/2016 20:21,3/3/2016 20:51,40.051949,-83.032806,,,0.01,Entry ramp closed due to accident on OH-315 Olentangy Fwy Northbound at Exit 7 Olentangy River Rd.,,W Henderson Rd,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,3/3/2016 20:10,32,25.6,92,30.02,2.5,SE,6.9,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-480,MapQuest,201,2,3/4/2016 6:10,3/4/2016 6:40,39.943745,-83.073151,,,0.01,Accident on Hague Ave at Sullivant Ave. Expect delays.,2778,Sullivant Ave,R,Columbus,Franklin,OH,43204-2413,US,US/Eastern,KTZR,3/4/2016 6:15,31.6,28.3,100,30.04,2.5,NNW,3.5,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-481,MapQuest,201,3,3/4/2016 6:11,3/4/2016 6:41,39.89217,-83.039169,,,0.01,Accident on I-270 Outerbelt Eastbound at Exit 55 I-71. Expect delays.,,I-71 S,R,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,3/4/2016 6:15,31.6,28.3,100,30.04,2.5,NNW,3.5,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-482,MapQuest,200,3,3/4/2016 6:39,3/4/2016 7:09,41.113785,-81.611633,,,0.01,Multi-vehicle accident on I-77 Southbound at Exit 133 Ridgewood Rd. Expect delays.,2662,Ridgewood Rd,L,Akron,Summit,OH,44333,US,US/Eastern,KAKR,3/4/2016 6:41,27,,89,30.03,2,Calm,,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-483,MapQuest,241,3,3/4/2016 6:43,3/4/2016 7:13,39.948158,-83.036201,,,0.01,One lane blocked due to accident on I-70 Westbound at Exit 98A US-62 Central Ave.,,I-70 W,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,3/4/2016 6:15,31.6,28.3,100,30.04,2.5,NNW,3.5,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-484,MapQuest,201,3,3/4/2016 6:44,3/4/2016 7:14,39.819839,-84.189087,,,0.01,Accident on I-75 Southbound at Exit 58 Needmore Rd. Expect delays.,,Needmore Rd,R,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,3/4/2016 6:56,30.9,21.2,96,30.1,2.5,North,12.7,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-485,MapQuest-Bing,201,3,3/4/2016 6:45,3/4/2016 7:15,39.788414,-84.183693,,,0.01,Accident on I-75 Southbound at Exit 56 Stanley Ave. Expect delays.,,Stanley Ave,R,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,3/4/2016 6:58,32.9,25.9,99,30.1,7,NNW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-486,MapQuest,201,2,3/4/2016 7:09,3/4/2016 7:39,39.747406,-84.239487,,,0.01,Accident on US-35 Eastbound at Abbey Ave. Expect delays.,,Abbey Ave,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,3/4/2016 7:06,30.9,21.2,96,30.08,3,North,12.7,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-487,MapQuest,201,2,3/4/2016 7:09,3/4/2016 7:39,39.747753,-84.205582,,,0.01,Accident on US-35 Eastbound at I-75 Exits 52 52B. Expect delays.,,I-75 S,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,3/4/2016 7:06,30.9,21.2,96,30.08,3,North,12.7,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-488,MapQuest,201,3,3/4/2016 7:28,3/4/2016 7:58,39.788414,-84.183693,,,0.01,Accident on I-75 Southbound at Exit 56 Stanley Ave. Expect delays.,,Stanley Ave,R,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,3/4/2016 7:42,32,24.2,100,30.12,2.5,North,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-489,MapQuest,201,3,3/4/2016 7:37,3/4/2016 8:07,41.351006,-83.622826,,,0.01,Accident on I-75 Southbound near Exit 179 US-6 Grand Army of the Republic Hwy. Expect delays.,,Grand Army of the Republic Hwy,R,Bowling Green,Wood,OH,43402,US,US/Eastern,KTDZ,3/4/2016 7:53,28.9,22.8,85,30.17,9,NNE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-490,MapQuest,201,2,3/4/2016 7:52,3/4/2016 8:22,39.756203,-84.25322,,,0.01,Accident on Gettysburg Ave at Edison St. Expect delays.,3099,Edison St,R,Dayton,Montgomery,OH,45417-1605,US,US/Eastern,KDAY,3/4/2016 7:56,30,19.5,96,30.14,4,North,13.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-491,MapQuest,201,2,3/4/2016 7:59,3/4/2016 8:29,39.943653,-83.060631,,,0,Accident on Springmont Ave at Wheatland Ave. Expect delays.,572,S Wheatland Ave,L,Columbus,Franklin,OH,43204-3157,US,US/Eastern,KTZR,3/4/2016 7:50,32,24.2,93,30.06,4,North,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-492,MapQuest,241,2,3/4/2016 8:01,3/4/2016 8:31,39.985336,-82.789841,,,0.01,One lane blocked due to accident on OH-16 Broad St at Waggoner Rd.,7981,E Broad St,R,Reynoldsburg,Franklin,OH,43068,US,US/Eastern,KCMH,3/4/2016 7:58,32,24.2,80,30.07,6,NNE,9.2,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-493,MapQuest,201,3,3/4/2016 8:06,3/4/2016 8:36,40.077419,-82.907898,,,0.01,Accident on I-270 Outerbelt Southbound at Exit 30 OH-161 New Albany Expy.,,Outerbelt S,R,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,3/4/2016 7:58,32,24.2,80,30.07,6,NNE,9.2,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-494,MapQuest,201,2,3/4/2016 8:14,3/4/2016 8:44,39.739037,-84.152107,,,0,Accident on Watervliet Ave at Wayne Ave.,1499,Arbor Ave,R,Dayton,Montgomery,OH,45420-1910,US,US/Eastern,KFFO,3/4/2016 7:58,31.8,23.3,99,30.13,6,North,10.4,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-495,MapQuest,201,2,3/4/2016 8:24,3/4/2016 8:54,40.083298,-84.117058,,,0.01,Accident on County Hwy-193 Troy Urbana Rd at OH-589 State Route 589. Expect delays.,3650,N State Route 589,R,Casstown,Miami,OH,45312-9776,US,US/Eastern,KDAY,3/4/2016 7:56,30,19.5,96,30.14,4,North,13.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-496,MapQuest,201,2,3/4/2016 8:33,3/4/2016 9:03,40.089439,-83.036194,,,0.01,Accident on OH-315 Olentangy Fwy Southbound at OH-161 Dublin Granville Rd. Expect delays.,,W Dublin Granville Rd,R,Columbus,Franklin,OH,43085,US,US/Eastern,KOSU,3/4/2016 8:53,32,24.2,88,30.12,6,North,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-497,MapQuest,201,2,3/4/2016 10:17,3/4/2016 10:47,39.735844,-84.121658,,,0.01,Accident on Woodman Dr at Woodbine Ave.,1560,Woodman Dr,L,Dayton,Greene,OH,45432-3335,US,US/Eastern,KFFO,3/4/2016 9:58,32.5,27.1,92,30.18,5,North,5.8,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-498,MapQuest,201,2,3/4/2016 11:15,3/4/2016 11:45,39.764576,-84.187706,,,0.01,Accident on OH-4 Monument Ave at Patterson Blvd. Expect delays.,,E Monument Ave,R,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,3/4/2016 11:22,32,28.7,93,30.2,10,North,3.5,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-499,MapQuest,201,2,3/4/2016 11:50,3/4/2016 12:20,39.747974,-84.215065,,,0.01,Accident on Broadway St at OH-4 Germantown St.,1307,Germantown St,R,Dayton,Montgomery,OH,45417-3337,US,US/Eastern,KDAY,3/4/2016 11:56,32,25.6,88,30.2,4,NNW,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-500,MapQuest,201,2,3/4/2016 14:55,3/4/2016 15:40,39.747753,-84.205582,,,0.01,Accident on US-35 at I-75.,,I-75 S,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,3/4/2016 14:56,32,24.8,88,30.2,5,NW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-501,MapQuest,201,2,3/4/2016 14:55,3/4/2016 15:25,39.95232,-83.037613,,,0,Accident on Rich St at Rickenbacker St.,1400,Rickenbacker St,L,Columbus,Franklin,OH,43223-1325,US,US/Eastern,KTZR,3/4/2016 14:50,33.8,29.6,81,30.15,7,NW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-502,MapQuest,201,2,3/4/2016 16:46,3/4/2016 17:16,40.01757,-82.928978,,,0.01,Accident on Cassady Ave Northbound at Cassady Village Trl.,2323,N Cassady Ave,L,Columbus,Franklin,OH,43219-1513,US,US/Eastern,KCMH,3/4/2016 16:51,34,26.6,70,30.19,10,NW,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-503,MapQuest,201,2,3/4/2016 17:31,3/4/2016 21:00,39.956528,-83.018555,,,0.01,Right lane closed due to accident on OH-315 Innerbelt Southbound at US-62 Plato Pl.,,W Town St,R,Columbus,Franklin,OH,43222,US,US/Eastern,KTZR,3/4/2016 17:50,33.8,28.6,75,30.18,7,NNW,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-504,MapQuest,201,2,3/4/2016 17:28,3/4/2016 17:58,39.939571,-83.009911,,,0.01,Accident on I-71 Southbound after Exit 105 Greenlawn Ave.,,Greenlawn Ave,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,3/4/2016 17:50,33.8,28.6,75,30.18,7,NNW,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-505,MapQuest,201,2,3/4/2016 18:53,3/4/2016 19:23,39.749916,-84.139359,,,0.01,Accident on US-35 Southbound at Smithville Rd.,,US-35 E,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,3/4/2016 18:58,33.1,,82,30.21,10,NNE,2.3,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-506,MapQuest,201,3,3/5/2016 7:07,3/5/2016 7:37,41.137856,-83.658844,,,0.01,Restrictions due to accident on I-75 Northbound at Exit 164 OH-613 State Route 613.,,State Route 613,R,Findlay,Hancock,OH,45840,US,US/Eastern,KFDY,3/5/2016 7:11,30.9,23.5,85,30.08,5,ESE,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-507,MapQuest,201,2,3/7/2016 6:40,3/7/2016 7:10,41.112324,-81.609924,,,0.01,Accident on Ridgewood Rd at Miller Rd.,,I-77 S,R,Akron,Summit,OH,44321,US,US/Eastern,KAKR,3/7/2016 6:54,37,30.4,76,30.11,10,South,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
